Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
430000,Barley,BU,Bulgaria,2023,2025,4,4,Area Harvested,4,(1000 HA),150.0
430000,Barley,BU,Bulgaria,2023,2025,4,28,Production,8,(1000 MT),797.0
430000,Barley,BU,Bulgaria,2024,2026,4,4,Area Harvested,4,(1000 HA),196.0
430000,Barley,BU,Bulgaria,2024,2026,4,28,Production,8,(1000 MT),1102.0
430000,Barley,BU,Bulgaria,2025,2026,4,4,Area Harvested,4,(1000 HA),194.0
430000,Barley,BU,Bulgaria,2025,2026,4,28,Production,8,(1000 MT),1136.0
430000,Barley,BU,Bulgaria,2026,2026,8,4,Area Harvested,4,(1000 HA),208.0
430000,Barley,BU,Bulgaria,2026,2026,8,28,Production,8,(1000 MT),1200.0
430000,Barley,HR,Croatia,2022,2024,4,4,Area Harvested,4,(1000 HA),63.0
430000,Barley,HR,Croatia,2022,2024,4,28,Production,8,(1000 MT),318.0
430000,Barley,HR,Croatia,2023,2024,12,4,Area Harvested,4,(1000 HA),73.0
430000,Barley,HR,Croatia,2023,2024,12,28,Production,8,(1000 MT),290.0
430000,Barley,HR,Croatia,2024,2026,4,4,Area Harvested,4,(1000 HA),60.0
430000,Barley,HR,Croatia,2024,2026,4,28,Production,8,(1000 MT),298.0
430000,Barley,HR,Croatia,2025,2026,4,4,Area Harvested,4,(1000 HA),61.0
430000,Barley,HR,Croatia,2025,2026,4,28,Production,8,(1000 MT),317.0
430000,Barley,HR,Croatia,2026,2026,8,4,Area Harvested,4,(1000 HA),70.0
430000,Barley,HR,Croatia,2026,2026,8,28,Production,8,(1000 MT),330.0
430000,Barley,CY,Cyprus,2022,2023,4,4,Area Harvested,4,(1000 HA),23.0
430000,Barley,CY,Cyprus,2022,2023,4,28,Production,8,(1000 MT),44.0
430000,Barley,CY,Cyprus,2023,2024,4,4,Area Harvested,4,(1000 HA),23.0
430000,Barley,CY,Cyprus,2023,2024,4,28,Production,8,(1000 MT),44.0
430000,Barley,CY,Cyprus,2024,2025,4,4,Area Harvested,4,(1000 HA),23.0
430000,Barley,CY,Cyprus,2024,2025,4,28,Production,8,(1000 MT),44.0
430000,Barley,CY,Cyprus,2025,2026,4,4,Area Harvested,4,(1000 HA),23.0
430000,Barley,CY,Cyprus,2025,2026,4,28,Production,8,(1000 MT),44.0
430000,Barley,CY,Cyprus,2026,2026,8,4,Area Harvested,4,(1000 HA),23.0
430000,Barley,CY,Cyprus,2026,2026,8,28,Production,8,(1000 MT),44.0
430000,Barley,EZ,Czech Republic,2022,2025,11,4,Area Harvested,4,(1000 HA),334.0
430000,Barley,EZ,Czech Republic,2022,2025,11,28,Production,8,(1000 MT),1877.0
430000,Barley,EZ,Czech Republic,2023,2025,11,4,Area Harvested,4,(1000 HA),321.0
430000,Barley,EZ,Czech Republic,2023,2025,11,28,Production,8,(1000 MT),1764.0
430000,Barley,EZ,Czech Republic,2024,2025,11,4,Area Harvested,4,(1000 HA),317.0
430000,Barley,EZ,Czech Republic,2024,2025,11,28,Production,8,(1000 MT),1672.0
430000,Barley,EZ,Czech Republic,2025,2026,4,4,Area Harvested,4,(1000 HA),295.0
430000,Barley,EZ,Czech Republic,2025,2026,4,28,Production,8,(1000 MT),1850.0
430000,Barley,EZ,Czech Republic,2026,2026,8,4,Area Harvested,4,(1000 HA),320.0
430000,Barley,EZ,Czech Republic,2026,2026,8,28,Production,8,(1000 MT),1730.0
430000,Barley,DA,Denmark,2022,2024,8,4,Area Harvested,4,(1000 HA),612.0
430000,Barley,DA,Denmark,2022,2024,8,28,Production,8,(1000 MT),4162.0
430000,Barley,DA,Denmark,2023,2024,8,4,Area Harvested,4,(1000 HA),561.0
430000,Barley,DA,Denmark,2023,2024,8,28,Production,8,(1000 MT),2581.0
430000,Barley,DA,Denmark,2024,2025,4,4,Area Harvested,4,(1000 HA),571.0
430000,Barley,DA,Denmark,2024,2025,4,28,Production,8,(1000 MT),3198.0
430000,Barley,DA,Denmark,2025,2026,4,4,Area Harvested,4,(1000 HA),549.0
430000,Barley,DA,Denmark,2025,2026,4,28,Production,8,(1000 MT),3880.0
430000,Barley,DA,Denmark,2026,2026,8,4,Area Harvested,4,(1000 HA),575.0
430000,Barley,DA,Denmark,2026,2026,8,28,Production,8,(1000 MT),3426.0
430000,Barley,EN,Estonia,2022,2024,8,4,Area Harvested,4,(1000 HA),116.0
430000,Barley,EN,Estonia,2022,2024,8,28,Production,8,(1000 MT),490.0
430000,Barley,EN,Estonia,2023,2024,4,4,Area Harvested,4,(1000 HA),111.0
430000,Barley,EN,Estonia,2023,2024,4,28,Production,8,(1000 MT),332.0
430000,Barley,EN,Estonia,2024,2026,4,4,Area Harvested,4,(1000 HA),94.0
430000,Barley,EN,Estonia,2024,2026,4,28,Production,8,(1000 MT),320.0
430000,Barley,EN,Estonia,2025,2026,4,4,Area Harvested,4,(1000 HA),80.0
430000,Barley,EN,Estonia,2025,2026,4,28,Production,8,(1000 MT),310.0
430000,Barley,EN,Estonia,2026,2026,8,4,Area Harvested,4,(1000 HA),80.0
430000,Barley,EN,Estonia,2026,2026,8,28,Production,8,(1000 MT),320.0
430000,Barley,FI,Finland,2022,2024,8,4,Area Harvested,4,(1000 HA),379.0
430000,Barley,FI,Finland,2022,2024,8,28,Production,8,(1000 MT),1448.0
430000,Barley,FI,Finland,2023,2024,12,4,Area Harvested,4,(1000 HA),341.0
430000,Barley,FI,Finland,2023,2024,12,28,Production,8,(1000 MT),1057.0
430000,Barley,FI,Finland,2024,2026,4,4,Area Harvested,4,(1000 HA),323.0
430000,Barley,FI,Finland,2024,2026,4,28,Production,8,(1000 MT),1163.0
430000,Barley,FI,Finland,2025,2026,4,4,Area Harvested,4,(1000 HA),321.0
430000,Barley,FI,Finland,2025,2026,4,28,Production,8,(1000 MT),1220.0
430000,Barley,FI,Finland,2026,2026,8,4,Area Harvested,4,(1000 HA),310.0
430000,Barley,FI,Finland,2026,2026,8,28,Production,8,(1000 MT),1130.0
430000,Barley,FR,France,2022,2024,8,4,Area Harvested,4,(1000 HA),1867.0
430000,Barley,FR,France,2022,2024,8,28,Production,8,(1000 MT),11418.0
430000,Barley,FR,France,2023,2025,4,4,Area Harvested,4,(1000 HA),1815.0
430000,Barley,FR,France,2023,2025,4,28,Production,8,(1000 MT),12286.0
430000,Barley,FR,France,2024,2025,11,4,Area Harvested,4,(1000 HA),1808.0
430000,Barley,FR,France,2024,2025,11,28,Production,8,(1000 MT),9797.0
430000,Barley,FR,France,2025,2026,4,4,Area Harvested,4,(1000 HA),1790.0
430000,Barley,FR,France,2025,2026,4,28,Production,8,(1000 MT),11844.0
430000,Barley,FR,France,2026,2026,8,4,Area Harvested,4,(1000 HA),1770.0
430000,Barley,FR,France,2026,2026,8,28,Production,8,(1000 MT),11250.0
430000,Barley,GM,Germany,2022,2025,11,4,Area Harvested,4,(1000 HA),1583.0
430000,Barley,GM,Germany,2022,2025,11,28,Production,8,(1000 MT),11207.0
430000,Barley,GM,Germany,2023,2025,11,4,Area Harvested,4,(1000 HA),1612.0
430000,Barley,GM,Germany,2023,2025,11,28,Production,8,(1000 MT),11000.0
430000,Barley,GM,Germany,2024,2025,11,4,Area Harvested,4,(1000 HA),1660.0
430000,Barley,GM,Germany,2024,2025,11,28,Production,8,(1000 MT),10610.0
430000,Barley,GM,Germany,2025,2026,4,4,Area Harvested,4,(1000 HA),1523.0
430000,Barley,GM,Germany,2025,2026,4,28,Production,8,(1000 MT),11337.0
430000,Barley,GM,Germany,2026,2026,8,4,Area Harvested,4,(1000 HA),1560.0
430000,Barley,GM,Germany,2026,2026,8,28,Production,8,(1000 MT),11000.0
430000,Barley,GR,Greece,2022,2024,4,4,Area Harvested,4,(1000 HA),130.0
430000,Barley,GR,Greece,2022,2024,4,28,Production,8,(1000 MT),260.0
430000,Barley,GR,Greece,2023,2024,12,4,Area Harvested,4,(1000 HA),130.0
430000,Barley,GR,Greece,2023,2024,12,28,Production,8,(1000 MT),270.0
430000,Barley,GR,Greece,2024,2026,4,4,Area Harvested,4,(1000 HA),116.0
430000,Barley,GR,Greece,2024,2026,4,28,Production,8,(1000 MT),230.0
430000,Barley,GR,Greece,2025,2026,4,4,Area Harvested,4,(1000 HA),129.0
430000,Barley,GR,Greece,2025,2026,4,28,Production,8,(1000 MT),240.0
430000,Barley,GR,Greece,2026,2026,8,4,Area Harvested,4,(1000 HA),125.0
430000,Barley,GR,Greece,2026,2026,8,28,Production,8,(1000 MT),260.0
430000,Barley,HU,Hungary,2022,2024,4,4,Area Harvested,4,(1000 HA),331.0
430000,Barley,HU,Hungary,2022,2024,4,28,Production,8,(1000 MT),1591.0
430000,Barley,HU,Hungary,2023,2025,4,4,Area Harvested,4,(1000 HA),413.0
430000,Barley,HU,Hungary,2023,2025,4,28,Production,8,(1000 MT),2220.0
430000,Barley,HU,Hungary,2024,2026,4,4,Area Harvested,4,(1000 HA),285.0
430000,Barley,HU,Hungary,2024,2026,4,28,Production,8,(1000 MT),1555.0
430000,Barley,HU,Hungary,2025,2026,4,4,Area Harvested,4,(1000 HA),291.0
430000,Barley,HU,Hungary,2025,2026,4,28,Production,8,(1000 MT),1695.0
430000,Barley,HU,Hungary,2026,2026,8,4,Area Harvested,4,(1000 HA),355.0
430000,Barley,HU,Hungary,2026,2026,8,28,Production,8,(1000 MT),1700.0
430000,Barley,EI,Ireland,2022,2024,4,4,Area Harvested,4,(1000 HA),190.0
430000,Barley,EI,Ireland,2022,2024,4,28,Production,8,(1000 MT),1585.0
430000,Barley,EI,Ireland,2023,2024,12,4,Area Harvested,4,(1000 HA),186.0
430000,Barley,EI,Ireland,2023,2024,12,28,Production,8,(1000 MT),1295.0
430000,Barley,EI,Ireland,2024,2026,4,4,Area Harvested,4,(1000 HA),181.0
430000,Barley,EI,Ireland,2024,2026,4,28,Production,8,(1000 MT),1363.0
430000,Barley,EI,Ireland,2025,2026,4,4,Area Harvested,4,(1000 HA),175.0
430000,Barley,EI,Ireland,2025,2026,4,28,Production,8,(1000 MT),1360.0
430000,Barley,EI,Ireland,2026,2026,8,4,Area Harvested,4,(1000 HA),170.0
430000,Barley,EI,Ireland,2026,2026,8,28,Production,8,(1000 MT),1345.0
430000,Barley,IT,Italy,2022,2023,4,4,Area Harvested,4,(1000 HA),260.0
430000,Barley,IT,Italy,2022,2023,4,28,Production,8,(1000 MT),990.0
430000,Barley,IT,Italy,2023,2024,8,4,Area Harvested,4,(1000 HA),270.0
430000,Barley,IT,Italy,2023,2024,8,28,Production,8,(1000 MT),1010.0
430000,Barley,IT,Italy,2024,2025,4,4,Area Harvested,4,(1000 HA),260.0
430000,Barley,IT,Italy,2024,2025,4,28,Production,8,(1000 MT),1000.0
430000,Barley,IT,Italy,2025,2026,4,4,Area Harvested,4,(1000 HA),250.0
430000,Barley,IT,Italy,2025,2026,4,28,Production,8,(1000 MT),990.0
430000,Barley,IT,Italy,2026,2026,8,4,Area Harvested,4,(1000 HA),250.0
430000,Barley,IT,Italy,2026,2026,8,28,Production,8,(1000 MT),975.0
430000,Barley,LG,Latvia,2022,2024,4,4,Area Harvested,4,(1000 HA),77.0
430000,Barley,LG,Latvia,2022,2024,4,28,Production,8,(1000 MT),282.0
430000,Barley,LG,Latvia,2023,2024,4,4,Area Harvested,4,(1000 HA),87.0
430000,Barley,LG,Latvia,2023,2024,4,28,Production,8,(1000 MT),233.0
430000,Barley,LG,Latvia,2024,2025,4,4,Area Harvested,4,(1000 HA),86.0
430000,Barley,LG,Latvia,2024,2025,4,28,Production,8,(1000 MT),253.0
430000,Barley,LG,Latvia,2025,2026,4,4,Area Harvested,4,(1000 HA),52.0
430000,Barley,LG,Latvia,2025,2026,4,28,Production,8,(1000 MT),190.0
430000,Barley,LG,Latvia,2026,2026,8,4,Area Harvested,4,(1000 HA),58.0
430000,Barley,LG,Latvia,2026,2026,8,28,Production,8,(1000 MT),220.0
430000,Barley,LH,Lithuania,2022,2023,4,4,Area Harvested,4,(1000 HA),133.0
430000,Barley,LH,Lithuania,2022,2023,4,28,Production,8,(1000 MT),522.0
430000,Barley,LH,Lithuania,2023,2025,4,4,Area Harvested,4,(1000 HA),160.0
430000,Barley,LH,Lithuania,2023,2025,4,28,Production,8,(1000 MT),550.0
430000,Barley,LH,Lithuania,2024,2025,4,4,Area Harvested,4,(1000 HA),192.0
430000,Barley,LH,Lithuania,2024,2025,4,28,Production,8,(1000 MT),750.0
430000,Barley,LH,Lithuania,2025,2026,4,4,Area Harvested,4,(1000 HA),150.0
430000,Barley,LH,Lithuania,2025,2026,4,28,Production,8,(1000 MT),700.0
430000,Barley,LH,Lithuania,2026,2026,8,4,Area Harvested,4,(1000 HA),150.0
430000,Barley,LH,Lithuania,2026,2026,8,28,Production,8,(1000 MT),600.0
430000,Barley,MT,Malta,2022,2023,4,4,Area Harvested,4,(1000 HA),1.0
430000,Barley,MT,Malta,2022,2023,4,28,Production,8,(1000 MT),3.0
430000,Barley,NL,Netherlands,2022,2024,4,4,Area Harvested,4,(1000 HA),36.0
430000,Barley,NL,Netherlands,2022,2024,4,28,Production,8,(1000 MT),283.0
430000,Barley,NL,Netherlands,2023,2024,8,4,Area Harvested,4,(1000 HA),36.0
430000,Barley,NL,Netherlands,2023,2024,8,28,Production,8,(1000 MT),270.0
430000,Barley,NL,Netherlands,2024,2025,4,4,Area Harvested,4,(1000 HA),39.0
430000,Barley,NL,Netherlands,2024,2025,4,28,Production,8,(1000 MT),254.0
430000,Barley,NL,Netherlands,2025,2026,4,4,Area Harvested,4,(1000 HA),35.0
430000,Barley,NL,Netherlands,2025,2026,4,28,Production,8,(1000 MT),280.0
430000,Barley,NL,Netherlands,2026,2026,8,4,Area Harvested,4,(1000 HA),40.0
430000,Barley,NL,Netherlands,2026,2026,8,28,Production,8,(1000 MT),300.0
430000,Barley,PL,Poland,2022,2024,4,4,Area Harvested,4,(1000 HA),639.0
430000,Barley,PL,Poland,2022,2024,4,28,Production,8,(1000 MT),2835.0
430000,Barley,PL,Poland,2023,2024,8,4,Area Harvested,4,(1000 HA),648.0
430000,Barley,PL,Poland,2023,2024,8,28,Production,8,(1000 MT),2900.0
430000,Barley,PL,Poland,2024,2026,4,4,Area Harvested,4,(1000 HA),695.0
430000,Barley,PL,Poland,2024,2026,4,28,Production,8,(1000 MT),2900.0
430000,Barley,PL,Poland,2025,2026,4,4,Area Harvested,4,(1000 HA),620.0
430000,Barley,PL,Poland,2025,2026,4,28,Production,8,(1000 MT),3070.0
430000,Barley,PL,Poland,2026,2026,8,4,Area Harvested,4,(1000 HA),630.0
430000,Barley,PL,Poland,2026,2026,8,28,Production,8,(1000 MT),2900.0
430000,Barley,PO,Portugal,2022,2024,4,4,Area Harvested,4,(1000 HA),19.0
430000,Barley,PO,Portugal,2022,2024,4,28,Production,8,(1000 MT),25.0
430000,Barley,PO,Portugal,2023,2025,4,4,Area Harvested,4,(1000 HA),11.0
430000,Barley,PO,Portugal,2023,2025,4,28,Production,8,(1000 MT),25.0
430000,Barley,PO,Portugal,2024,2026,4,4,Area Harvested,4,(1000 HA),13.0
430000,Barley,PO,Portugal,2024,2026,4,28,Production,8,(1000 MT),50.0
430000,Barley,PO,Portugal,2025,2026,4,4,Area Harvested,4,(1000 HA),12.0
430000,Barley,PO,Portugal,2025,2026,4,28,Production,8,(1000 MT),30.0
430000,Barley,PO,Portugal,2026,2026,8,4,Area Harvested,4,(1000 HA),10.0
430000,Barley,PO,Portugal,2026,2026,8,28,Production,8,(1000 MT),30.0
430000,Barley,RO,Romania,2022,2024,4,4,Area Harvested,4,(1000 HA),426.0
430000,Barley,RO,Romania,2022,2024,4,28,Production,8,(1000 MT),1800.0
430000,Barley,RO,Romania,2023,2025,4,4,Area Harvested,4,(1000 HA),482.0
430000,Barley,RO,Romania,2023,2025,4,28,Production,8,(1000 MT),2300.0
430000,Barley,RO,Romania,2024,2026,4,4,Area Harvested,4,(1000 HA),531.0
430000,Barley,RO,Romania,2024,2026,4,28,Production,8,(1000 MT),2650.0
430000,Barley,RO,Romania,2025,2026,4,4,Area Harvested,4,(1000 HA),625.0
430000,Barley,RO,Romania,2025,2026,4,28,Production,8,(1000 MT),3300.0
430000,Barley,RO,Romania,2026,2026,8,4,Area Harvested,4,(1000 HA),635.0
430000,Barley,RO,Romania,2026,2026,8,28,Production,8,(1000 MT),3400.0
430000,Barley,LO,Slovakia,2022,2024,4,4,Area Harvested,4,(1000 HA),106.0
430000,Barley,LO,Slovakia,2022,2024,4,28,Production,8,(1000 MT),557.0
430000,Barley,LO,Slovakia,2023,2025,4,4,Area Harvested,4,(1000 HA),109.0
430000,Barley,LO,Slovakia,2023,2025,4,28,Production,8,(1000 MT),556.0
430000,Barley,LO,Slovakia,2024,2026,4,4,Area Harvested,4,(1000 HA),127.0
430000,Barley,LO,Slovakia,2024,2026,4,28,Production,8,(1000 MT),595.0
430000,Barley,LO,Slovakia,2025,2026,4,4,Area Harvested,4,(1000 HA),117.0
430000,Barley,LO,Slovakia,2025,2026,4,28,Production,8,(1000 MT),717.0
430000,Barley,LO,Slovakia,2026,2026,8,4,Area Harvested,4,(1000 HA),120.0
430000,Barley,LO,Slovakia,2026,2026,8,28,Production,8,(1000 MT),630.0
430000,Barley,SI,Slovenia,2022,2024,4,4,Area Harvested,4,(1000 HA),23.0
430000,Barley,SI,Slovenia,2022,2024,4,28,Production,8,(1000 MT),112.0
430000,Barley,SI,Slovenia,2023,2024,4,4,Area Harvested,4,(1000 HA),22.0
430000,Barley,SI,Slovenia,2023,2024,4,28,Production,8,(1000 MT),101.0
430000,Barley,SI,Slovenia,2024,2026,4,4,Area Harvested,4,(1000 HA),22.0
430000,Barley,SI,Slovenia,2024,2026,4,28,Production,8,(1000 MT),101.0
430000,Barley,SI,Slovenia,2025,2026,4,4,Area Harvested,4,(1000 HA),20.0
430000,Barley,SI,Slovenia,2025,2026,4,28,Production,8,(1000 MT),115.0
430000,Barley,SI,Slovenia,2026,2026,8,4,Area Harvested,4,(1000 HA),20.0
430000,Barley,SI,Slovenia,2026,2026,8,28,Production,8,(1000 MT),105.0
430000,Barley,SP,Spain,2022,2024,4,4,Area Harvested,4,(1000 HA),2398.0
430000,Barley,SP,Spain,2022,2024,4,28,Production,8,(1000 MT),6717.0
430000,Barley,SP,Spain,2023,2025,4,4,Area Harvested,4,(1000 HA),2351.0
430000,Barley,SP,Spain,2023,2025,4,28,Production,8,(1000 MT),3979.0
430000,Barley,SP,Spain,2024,2026,4,4,Area Harvested,4,(1000 HA),2170.0
430000,Barley,SP,Spain,2024,2026,4,28,Production,8,(1000 MT),8300.0
430000,Barley,SP,Spain,2025,2026,4,4,Area Harvested,4,(1000 HA),2292.0
430000,Barley,SP,Spain,2025,2026,4,28,Production,8,(1000 MT),9199.0
430000,Barley,SP,Spain,2026,2026,8,4,Area Harvested,4,(1000 HA),2151.0
430000,Barley,SP,Spain,2026,2026,8,28,Production,8,(1000 MT),7000.0
430000,Barley,SW,Sweden,2022,2024,4,4,Area Harvested,4,(1000 HA),275.0
430000,Barley,SW,Sweden,2022,2024,4,28,Production,8,(1000 MT),1509.0
430000,Barley,SW,Sweden,2023,2024,12,4,Area Harvested,4,(1000 HA),260.0
430000,Barley,SW,Sweden,2023,2024,12,28,Production,8,(1000 MT),855.0
430000,Barley,SW,Sweden,2024,2026,4,4,Area Harvested,4,(1000 HA),284.0
430000,Barley,SW,Sweden,2024,2026,4,28,Production,8,(1000 MT),1264.0
430000,Barley,SW,Sweden,2025,2026,4,4,Area Harvested,4,(1000 HA),251.0
430000,Barley,SW,Sweden,2025,2026,4,28,Production,8,(1000 MT),1427.0
430000,Barley,SW,Sweden,2026,2026,8,4,Area Harvested,4,(1000 HA),260.0
430000,Barley,SW,Sweden,2026,2026,8,28,Production,8,(1000 MT),1250.0
440000,Corn,AU,Austria,2022,2026,8,4,Area Harvested,4,(1000 HA),215.0
440000,Corn,AU,Austria,2022,2026,8,28,Production,8,(1000 MT),2114.0
440000,Corn,AU,Austria,2023,2026,8,4,Area Harvested,4,(1000 HA),212.0
440000,Corn,AU,Austria,2023,2026,8,28,Production,8,(1000 MT),2105.0
440000,Corn,AU,Austria,2024,2026,8,4,Area Harvested,4,(1000 HA),208.0
440000,Corn,AU,Austria,2024,2026,8,28,Production,8,(1000 MT),2059.0
440000,Corn,AU,Austria,2025,2026,8,4,Area Harvested,4,(1000 HA),226.0
440000,Corn,AU,Austria,2025,2026,8,28,Production,8,(1000 MT),2521.0
440000,Corn,AU,Austria,2026,2026,8,4,Area Harvested,4,(1000 HA),220.0
440000,Corn,AU,Austria,2026,2026,8,28,Production,8,(1000 MT),2000.0
440000,Corn,BE,Belgium-Luxembourg,2022,2024,4,4,Area Harvested,4,(1000 HA),63.0
440000,Corn,BE,Belgium-Luxembourg,2022,2024,4,28,Production,8,(1000 MT),501.0
440000,Corn,BE,Belgium-Luxembourg,2023,2024,12,4,Area Harvested,4,(1000 HA),53.0
440000,Corn,BE,Belgium-Luxembourg,2023,2024,12,28,Production,8,(1000 MT),518.0
440000,Corn,BE,Belgium-Luxembourg,2024,2026,4,4,Area Harvested,4,(1000 HA),61.0
440000,Corn,BE,Belgium-Luxembourg,2024,2026,4,28,Production,8,(1000 MT),503.0
440000,Corn,BE,Belgium-Luxembourg,2025,2026,4,4,Area Harvested,4,(1000 HA),53.0
440000,Corn,BE,Belgium-Luxembourg,2025,2026,4,28,Production,8,(1000 MT),506.0
440000,Corn,BE,Belgium-Luxembourg,2026,2026,8,4,Area Harvested,4,(1000 HA),55.0
440000,Corn,BE,Belgium-Luxembourg,2026,2026,8,28,Production,8,(1000 MT),500.0
440000,Corn,BU,Bulgaria,2022,2025,8,4,Area Harvested,4,(1000 HA),520.0
440000,Corn,BU,Bulgaria,2022,2025,8,28,Production,8,(1000 MT),2554.0
440000,Corn,BU,Bulgaria,2023,2025,8,4,Area Harvested,4,(1000 HA),533.0
440000,Corn,BU,Bulgaria,2023,2025,8,28,Production,8,(1000 MT),2449.0
440000,Corn,BU,Bulgaria,2024,2026,4,4,Area Harvested,4,(1000 HA),503.0
440000,Corn,BU,Bulgaria,2024,2026,4,28,Production,8,(1000 MT),1635.0
440000,Corn,BU,Bulgaria,2025,2026,4,4,Area Harvested,4,(1000 HA),410.0
440000,Corn,BU,Bulgaria,2025,2026,4,28,Production,8,(1000 MT),1000.0
440000,Corn,BU,Bulgaria,2026,2026,8,4,Area Harvested,4,(1000 HA),350.0
440000,Corn,BU,Bulgaria,2026,2026,8,28,Production,8,(1000 MT),2000.0
440000,Corn,HR,Croatia,2022,2024,4,4,Area Harvested,4,(1000 HA),268.0
440000,Corn,HR,Croatia,2022,2024,4,28,Production,8,(1000 MT),1642.0
440000,Corn,HR,Croatia,2023,2024,12,4,Area Harvested,4,(1000 HA),269.0
440000,Corn,HR,Croatia,2023,2024,12,28,Production,8,(1000 MT),1991.0
440000,Corn,HR,Croatia,2024,2026,4,4,Area Harvested,4,(1000 HA),273.0
440000,Corn,HR,Croatia,2024,2026,4,28,Production,8,(1000 MT),2067.0
440000,Corn,HR,Croatia,2025,2026,4,4,Area Harvested,4,(1000 HA),270.0
440000,Corn,HR,Croatia,2025,2026,4,28,Production,8,(1000 MT),1911.0
440000,Corn,HR,Croatia,2026,2026,8,4,Area Harvested,4,(1000 HA),250.0
440000,Corn,HR,Croatia,2026,2026,8,28,Production,8,(1000 MT),1800.0
440000,Corn,EZ,Czech Republic,2022,2023,4,4,Area Harvested,4,(1000 HA),80.0
440000,Corn,EZ,Czech Republic,2022,2023,4,28,Production,8,(1000 MT),639.0
440000,Corn,EZ,Czech Republic,2023,2024,4,4,Area Harvested,4,(1000 HA),64.0
440000,Corn,EZ,Czech Republic,2023,2024,4,28,Production,8,(1000 MT),508.0
440000,Corn,EZ,Czech Republic,2024,2025,4,4,Area Harvested,4,(1000 HA),87.0
440000,Corn,EZ,Czech Republic,2024,2025,4,28,Production,8,(1000 MT),712.0
440000,Corn,EZ,Czech Republic,2025,2026,4,4,Area Harvested,4,(1000 HA),82.0
440000,Corn,EZ,Czech Republic,2025,2026,4,28,Production,8,(1000 MT),667.0
440000,Corn,EZ,Czech Republic,2026,2026,8,4,Area Harvested,4,(1000 HA),86.0
440000,Corn,EZ,Czech Republic,2026,2026,8,28,Production,8,(1000 MT),675.0
440000,Corn,DA,Denmark,2022,2024,8,4,Area Harvested,4,(1000 HA),8.0
440000,Corn,DA,Denmark,2022,2024,8,28,Production,8,(1000 MT),58.0
440000,Corn,DA,Denmark,2023,2024,12,4,Area Harvested,4,(1000 HA),8.0
440000,Corn,DA,Denmark,2023,2024,12,28,Production,8,(1000 MT),48.0
440000,Corn,DA,Denmark,2024,2025,4,4,Area Harvested,4,(1000 HA),9.0
440000,Corn,DA,Denmark,2024,2025,4,28,Production,8,(1000 MT),64.0
440000,Corn,DA,Denmark,2025,2026,4,4,Area Harvested,4,(1000 HA),9.0
440000,Corn,DA,Denmark,2025,2026,4,28,Production,8,(1000 MT),80.0
440000,Corn,DA,Denmark,2026,2026,8,4,Area Harvested,4,(1000 HA),9.0
440000,Corn,DA,Denmark,2026,2026,8,28,Production,8,(1000 MT),64.0
440000,Corn,FR,France,2022,2025,5,4,Area Harvested,4,(1000 HA),1456.0
440000,Corn,FR,France,2022,2025,5,28,Production,8,(1000 MT),11005.0
440000,Corn,FR,France,2023,2025,5,4,Area Harvested,4,(1000 HA),1315.0
440000,Corn,FR,France,2023,2025,5,28,Production,8,(1000 MT),12985.0
